"naptan_id","name","line_ids","modes"
"910GEUSTON","London Euston","avanti-west-coast,lioness,west-midlands-trains","national-rail,overground"
"910GLONFLDS","London Fields","greater-anglia,weaver","national-rail,overground"
"9100LONFLDS0","London Fields Station","greater-anglia,weaver","national-rail,overground"
"9100LONFLDS1","London Fields Station","greater-anglia,weaver","national-rail,overground"
"910GLIVST","London Liverpool Street","c2c,elizabeth,greater-anglia,weaver","elizabeth-line,national-rail,overground"
"910GPADTON","London Paddington","elizabeth,great-western-railway,heathrow-express","elizabeth-line,national-rail"
"940GZZLULGN","Loughton","167,20,397,677,central,w14","bus,tube"
"940GZZLUMVL","Maida Vale","bakerloo","tube"
"9400ZZLUMVL2","Maida Vale Station","bakerloo","tube"
"9100MDNHEAD0","Maidenhead","elizabeth","elizabeth-line"
"910GMDNHEAD","Maidenhead","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9400ZZLUMRH2","Manor House","piccadilly","tube"
"940GZZLUMRH","Manor House","piccadilly","tube"
"910GMANRPK","Manor Park","elizabeth","elizabeth-line"
"9100MANRPK0","Manor Park Station","elizabeth","elizabeth-line"
"9100MANRPK1","Manor Park Station","elizabeth","elizabeth-line"
"940GZZLUMSH","Mansion House","circle,district","tube"
"9400ZZLUMBA2","Marble Arch","central","tube"
"940GZZLUMBA","Marble Arch","central","tube"
"910GMRYLAND","Maryland","elizabeth","elizabeth-line"
"9100MRYLAND0","Maryland Station","elizabeth","elizabeth-line"
"9100MRYLAND1","Maryland Station","elizabeth","elizabeth-line"
"940GZZLUMYB","Marylebone","bakerloo","tube"
"HUBMYB","Marylebone","bakerloo,chiltern-railways","bus,national-rail,tube"
"940GZZLUMED","Mile End","central,district,hammersmith-city","tube"
"940GZZLUMHL","Mill Hill East","northern","tube"
"940GZZLUMMT","Monument","circle,district","tube"
"940GZZLUMPK","Moor Park","metropolitan","tube"
"940GZZLUMGT","Moorgate","circle,hammersmith-city,metropolitan,northern","tube"
"HUBZMG","Moorgate","circle,great-northern,hammersmith-city,metropolitan,northern","bus,national-rail,tube"
"940GZZLUMDN","Morden","northern","tube"
"9400ZZLUMTC2","Mornington Crescent","northern","tube"
"940GZZLUMTC","Mornington Crescent","northern","tube"
"940GZZDLMUD","Mudchute","dlr","dlr"
"940GZZLUNDN","Neasden","jubilee","tube"
"9400ZZLUNDN2","Neasden Station","jubilee","tube"
"HUBNWX","New Cross","southeastern,windrush","bus,national-rail,overground"
"910GNWCRELL","New Cross ELL","southeastern,windrush","national-rail,overground"
"910GNEWXGTE","New Cross Gate","southern,windrush","national-rail,overground"
"HUBNXG","New Cross Gate","southern,windrush","bus,national-rail,overground"
"9100NEWXGTE0","New Cross Gate Station","southern,windrush","national-rail,overground"
"9100NEWXGTE2","New Cross Gate Station","southern,windrush","national-rail,overground"
"9100NWCRELL1","New Cross Station","windrush","overground"
"940GZZLUNBP","Newbury Park","central","tube"
"940GZZNEUGST","Nine Elms","northern","tube"
"940GZZLUNAN","North Acton","central","tube"
"940GZZLUNEN","North Ealing","piccadilly","tube"
"940GZZLUNGW","North Greenwich","jubilee","tube"
"HUBNGW","North Greenwich","108,129,132,161,180,188,335,422,486,jubilee,london-cable-car,n472,sl11,sl4","bus,cable-car,tube"
"940GZZLUNHA","North Harrow","metropolitan","tube"
"910GNWEMBLY","North Wembley","lioness","overground"
"940GZZLUNWY","North Wembley","bakerloo","tube"
"HUBNWB","North Wembley","bakerloo,lioness","bus,overground,tube"
"9100NWEMBLY1","North Wembley Station","lioness","overground"
"9100NWEMBLY2","North Wembley Station","lioness","overground"
"940GZZLUNFD","Northfields","piccadilly","tube"
"940GZZLUNHT","Northolt","central","tube"
"9400ZZLUNHT2","Northolt Station","central","tube"
"940GZZLUNKP","Northwick Park","metropolitan","tube"
"9400ZZLUNKP2","Northwick Park Station","metropolitan","tube"
"940GZZLUNOW","Northwood","metropolitan","tube"
"940GZZLUNWH","Northwood Hills","metropolitan","tube"
"910GNORWDJ","Norwood Junction","southeastern,southern,thameslink,windrush","national-rail,overground"
"HUBNWD","Norwood Junction","southeastern,southern,thameslink,windrush","bus,national-rail,overground"
"9100NORWDJ0","Norwood Junction Station","southern,thameslink,windrush","national-rail,overground"
"9100NORWDJ2","Norwood Junction Station","southeastern,southern,windrush","national-rail,overground"
"940GZZLUNHG","Notting Hill Gate","central,circle,district","tube"
"940GZZLUOAK","Oakwood","piccadilly","tube"
"9400ZZLUOAK2","Oakwood Station","piccadilly","tube"
"940GZZLUODS","Old Street","northern","tube"
"HUBOLD","Old Street","great-northern,northern","bus,national-rail,tube"
"9400ZZLUODS2","Old Street Station","northern","tube"
"940GZZLUOSY","Osterley","piccadilly","tube"
"940GZZLUOVL","Oval","northern","tube"
"940GZZLUOXC","Oxford Circus","bakerloo,central,victoria","tube"
"910GPADTLL","Paddington","elizabeth","elizabeth-line"
"940GZZLUPAC","Paddington","bakerloo,circle,district","tube"
"HUBPAD","Paddington","16,23,27,36,7,bakerloo,circle,district,elizabeth,great-western-railway,hammersmith-city,heathrow-express,n205,n27,n7","bus,elizabeth-line,national-rail,tube"
"940GZZLUPAH","Paddington (H&C Line)-Underground","circle,hammersmith-city","tube"
"9100PADTLL0","Paddington Station","elizabeth","elizabeth-line"
"9100PADTLL1","Paddington Station","elizabeth","elizabeth-line"
"9100PADTON0","Paddington Station","elizabeth,great-western-railway,heathrow-express","elizabeth-line,national-rail"
"940GZZLUPKR","Park Royal","piccadilly","tube"
"940GZZLUPSG","Parsons Green","district","tube"
"910GPCKHMRY","Peckham Rye","southeastern,southern,thameslink,windrush","national-rail,overground"
"9100PCKHMRY2","Peckham Rye Station","southeastern,thameslink,windrush","national-rail,overground"
"9100PKHMRYC1","Peckham Rye Station","southern,thameslink,windrush","national-rail,overground"
"910GPENEW","Penge West","southern,windrush","national-rail,overground"
"9100PENEW0","Penge West Station","southern,windrush","national-rail,overground"
"9100PENEW1","Penge West Station","southern,windrush","national-rail,overground"
"9400ZZLUPVL2","Perivale","central","tube"
"940GZZLUPVL","Perivale","central","tube"
"940GZZLUPCC","Piccadilly Circus","bakerloo,piccadilly","tube"
"940GZZLUPCO","Pimlico","victoria","tube"
"9400ZZLUPCO2","Pimlico Station","victoria","tube"
"940GZZLUPNR","Pinner","metropolitan","tube"
"940GZZLUPLW","Plaistow","district,hammersmith-city","tube"
"940GZZDLPDK","Pontoon Dock","129,241,330,dlr","bus,dlr"
"9400ZZDLPOP4","Poplar","dlr","dlr"
"940GZZDLPOP","Poplar","dlr","dlr"
"940GZZLUPRD","Preston Road","metropolitan","tube"
"9400ZZLUPRD2","Preston Road Station","metropolitan","tube"
"9400ZZDLPRE2","Prince Regent","dlr","dlr"
"940GZZDLPRE","Prince Regent","dlr","dlr"
"940GZZDLPUD","Pudding Mill Lane","dlr","dlr"
"940GZZLUPYB","Putney Bridge","district","tube"
"940GZZLUQPS","Queen's Park","bakerloo","tube"
"HUBQPW","Queen's Park","206,bakerloo,lioness","bus,national-rail,overground,tube"
"9100QPRK1","Queen's Park Station (London)","lioness","overground"
"9100QPRK2","Queen's Park Station (London)","lioness","overground"
"910GQPRK","Queens Park (London)","lioness","overground"
"910GPCKHMQD","Queens Road Peckham","southern,windrush","national-rail,overground"
"9100PCKHMQD0","Queens Road Peckham Station","southern,windrush","national-rail,overground"
"940GZZLUQBY","Queensbury","jubilee","tube"
"940GZZLUQWY","Queensway","central","tube"
"9400ZZLUQWY2","Queensway Station","central","tube"
"940GZZLURVP","Ravenscourt Park","district","tube"
"940GZZLURYL","Rayners Lane","metropolitan,piccadilly","tube"
"9100RDNGSTN0","Reading","elizabeth","elizabeth-line"
"910GRDNGSTN","Reading","elizabeth,great-western-railway,south-western-railway","elizabeth-line,national-rail"
"910GRCTRYRD","Rectory Road","greater-anglia,weaver","national-rail,overground"
"9100RCTRYD1","Rectory Road Station","greater-anglia,weaver","national-rail,overground"
"9100RCTRYRD0","Rectory Road Station","greater-anglia,weaver","national-rail,overground"
"940GZZLURBG","Redbridge","central","tube"
"9400ZZLURBG2","Redbridge Station","central","tube"
"940GZZLURGP","Regent's Park","bakerloo","tube"
"940GZZLURMD","Richmond","district","tube"
"HUBRMD","Richmond","district,mildmay,south-western-railway","bus,national-rail,overground,tube"
"910GRICHMND","Richmond (London)","mildmay,south-western-railway","national-rail,overground"
"9100RICHNLL0","Richmond Station","mildmay","overground"
"940GZZLURKW","Rickmansworth","metropolitan","tube"
"HUBRIC","Rickmansworth","chiltern-railways,metropolitan","bus,national-rail,tube"
"940GZZLURVY","Roding Valley","central","tube"
"910GROMFORD","Romford","elizabeth,greater-anglia,liberty","elizabeth-line,national-rail,overground"
"9100ROMFORD0","Romford Station","liberty","overground"
"9100ROMFORD3","Romford Station","elizabeth,greater-anglia","elizabeth-line,national-rail"
"910GRTHERHI","Rotherhithe","windrush","overground"
"9100RTHERHI1","Rotherhithe Station","windrush","overground"
"9100RTHERHI2","Rotherhithe Station","windrush","overground"
"940GZZDLRAL","Royal Albert","dlr","dlr"
"9400ZZLURYO2","Royal Oak","circle,hammersmith-city","tube"
"940GZZLURYO","Royal Oak","circle,hammersmith-city","tube"
"940GZZDLRVC","Royal Victoria","dlr","dlr"
"HUBRVC","Royal Victoria","dlr,london-cable-car","bus,cable-car,dlr"
"940GZZLURSP","Ruislip","metropolitan,piccadilly","tube"
"9400ZZLURSG2","Ruislip Gardens","central","tube"
"940GZZLURSG","Ruislip Gardens","central","tube"
"940GZZLURSM","Ruislip Manor","metropolitan,piccadilly","tube"
"940GZZLURSQ","Russell Square","piccadilly","tube"
"910GSVNKNGS","Seven Kings","elizabeth,greater-anglia","elizabeth-line,national-rail"
"9100SVNKNGS0","Seven Kings Station","elizabeth,greater-anglia","elizabeth-line,national-rail"
"9100SVNKNGS1","Seven Kings Station","elizabeth,greater-anglia","elizabeth-line,national-rail"
"910GSEVNSIS","Seven Sisters","greater-anglia,weaver","national-rail,overground"
"940GZZLUSVS","Seven Sisters","victoria","tube"
"HUBSVS","Seven Sisters","149,243,318,349,476,76,greater-anglia,n73,victoria,weaver","bus,national-rail,overground,tube"
"9100SEVNSIS0","Seven Sisters Station","greater-anglia,weaver","national-rail,overground"
"9100SEVNSIS1","Seven Sisters Station","greater-anglia,weaver","national-rail,overground"
"9100SHADWEL1","Shadwell","windrush","overground"
"9100SHADWEL2","Shadwell","windrush","overground"
"910GSHADWEL","Shadwell","windrush","overground"
"940GZZDLSHA","Shadwell","dlr","dlr"
"HUBSDE","Shadwell","dlr,windrush","bus,dlr,overground"
"9400ZZDLSHA2","Shadwell DLR","dlr","dlr"
"9100SHENFLD2","Shenfield","elizabeth,greater-anglia","elizabeth-line,national-rail"
"910GSHENFLD","Shenfield","elizabeth,greater-anglia","elizabeth-line,national-rail"
"9100SHPDSB0","Shepherd's Bush","mildmay,southern","national-rail,overground"
"9100SHPDSB1","Shepherd's Bush","mildmay","overground"
"HUBSPB","Shepherd's Bush","central,mildmay,southern","bus,national-rail,overground,tube"
"9400ZZLUSBC2","Shepherd's Bush (Central Line)","central","tube"
"940GZZLUSBC","Shepherd's Bush (Central)","central","tube"
"940GZZLUSBM","Shepherd's Bush Market","circle,hammersmith-city","tube"
"910GSHPDSB","Shepherds Bush","mildmay,southern","national-rail,overground"
"910GSHRDHST","Shoreditch High Street","windrush","overground"
"9100SHRDHST0","Shoreditch High Street Station","windrush","overground"
"9100SHRDHST1","Shoreditch High Street Station","windrush","overground"
"910GSIVRST","Silver Street","greater-anglia,weaver","national-rail,overground"
"9100SIVRST0","Silver Street Station","greater-anglia,weaver","national-rail,overground"
"9100SIVRST1","Silver Street Station","greater-anglia,weaver","national-rail,overground"
"940GZZLUSSQ","Sloane Square","circle,district","tube"
"9100SLOUGH0","Slough","elizabeth","elizabeth-line"
"910GSLOUGH","Slough","elizabeth,great-western-railway","elizabeth-line,national-rail"
"940GZZLUSNB","Snaresbrook","central","tube"
"910GSACTON","South Acton","mildmay","overground"
"9100SACTON0","South Acton Station","mildmay","overground"
"9100SACTON1","South Acton Station","mildmay","overground"
"940GZZLUSEA","South Ealing","piccadilly","tube"
"910GSHMPSTD","South Hampstead","lioness","overground"
"9100SHMPSTD0","South Hampstead Station","lioness","overground"
"9100SHMPSTD1","South Hampstead Station","lioness","overground"
"940GZZLUSHH","South Harrow","piccadilly","tube"
"940GZZLUSKS","South Kensington","circle,district,piccadilly","tube"
"910GSKENTON","South Kenton","lioness","overground"
"940GZZLUSKT","South Kenton","bakerloo","tube"
"HUBSOK","South Kenton","bakerloo,lioness","bus,overground,tube"
"9100SKENTON1","South Kenton Station","lioness","overground"
"9400ZZLUSKT2","South Kenton Station","bakerloo","tube"
"940GZZDLSOQ","South Quay","dlr","dlr"
"940GZZLUSRP","South Ruislip","central","tube"
"HUBSRU","South Ruislip","central,chiltern-railways","bus,national-rail,tube"
"9400ZZLUSRP2","South Ruislip Station","central","tube"
"910GSTOTNHM","South Tottenham","suffragette","overground"
"9100STOTNHM0","South Tottenham Station","suffragette","overground"
"9100STOTNHM1","South Tottenham Station","suffragette","overground"
"940GZZLUSWN","South Wimbledon","northern","tube"
"9400ZZLUSWN2","South Wimbledon Station","northern","tube"
"940GZZLUSWF","South Woodford","central","tube"
"910GSTHALL","Southall","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9100STHALL0","Southall Station","elizabeth,great-western-railway","elizabeth-line,national-rail"
"910GSBURY","Southbury","greater-anglia,weaver","national-rail,overground"
"9100SBURY0","Southbury Station","greater-anglia,weaver","national-rail,overground"
"9100SBURY1","Southbury Station","greater-anglia,weaver","national-rail,overground"
"940GZZLUSFS","Southfields","district","tube"
"9400ZZLUSFS2","Southfields Station","district","tube"
"9400ZZLUSGT2","Southgate","piccadilly","tube"
"940GZZLUSGT","Southgate","piccadilly","tube"
"940GZZLUSWK","Southwark","jubilee","tube"
"910GSTJMSST","St James Street (London)","weaver","overground"
"9100STJMSST0","St James Street Station","weaver","overground"
"9100STJMSST1","St James Street Station","weaver","overground"
"9400ZZLUSJW2","St John's Wood Station","jubilee","tube"
"940GZZLUSJP","St. James's Park","circle,district","tube"
"940GZZLUSJW","St. John's Wood","jubilee","tube"
"940GZZLUSPU","St. Paul's","central","tube"
"940GZZLUSFB","Stamford Brook","district","tube"
"910GSTMFDHL","Stamford Hill","greater-anglia,weaver","national-rail,overground"
"9100STMFDHL0","Stamford Hill Station","greater-anglia,weaver","national-rail,overground"
"9100STMFDHL1","Stamford Hill Station","greater-anglia,weaver","national-rail,overground"
"940GZZLUSTM","Stanmore","jubilee","tube"
"940GZZDLSTL","Star Lane","276,323,dlr","bus,dlr"
"940GZZLUSGN","Stepney Green","district,hammersmith-city","tube"
"940GZZLUSKW","Stockwell","northern,victoria","tube"
"910GSTKNWNG","Stoke Newington","greater-anglia,weaver","national-rail,overground"
"9100STKNWNG0","Stoke Newington Station","greater-anglia,weaver","national-rail,overground"
"9100STKNWNG1","Stoke Newington Station","greater-anglia,weaver","national-rail,overground"
"910GSTNBGPK","Stonebridge Park","lioness","overground"
"940GZZLUSGP","Stonebridge Park","bakerloo","tube"
"HUBSBP","Stonebridge Park","bakerloo,lioness","bus,overground,tube"
"9100STNBGPK0","Stonebridge Park Station","lioness","overground"
"9100STNBGPK1","Stonebridge Park Station","lioness","overground"
"940GZZDLSTD","Stratford","dlr","dlr"
"940GZZLUSTD","Stratford","central,jubilee","tube"
"HUBSRA","Stratford","104,108,158,238,241,25,257,262,276,308,339,388,425,473,678,69,86,97,c2c,central,d8,dlr,elizabeth,greater-anglia,jubilee,mildmay,n205,n25,n8,n86","bus,dlr,elizabeth-line,international-rail,national-rail,overground,tube"
"910GSTFD","Stratford (London)","c2c,elizabeth,greater-anglia,mildmay","elizabeth-line,national-rail,overground"
"940GZZDLSHS","Stratford High Street","dlr","dlr"
"940GZZDLSIT","Stratford International","dlr","dlr"
"9100STFD4","Stratford Station","mildmay","overground"
"9100STFD5","Stratford Station","elizabeth,greater-anglia","elizabeth-line,national-rail"
"940GZZLUSUH","Sudbury Hill","piccadilly","tube"
"940GZZLUSUT","Sudbury Town","piccadilly","tube"
"910GSURREYQ","Surrey Quays","windrush","overground"
"9100SURREYQ1","Surrey Quays Station","windrush","overground"
"9100SURREYQ2","Surrey Quays Station","windrush","overground"
"940GZZLUSWC","Swiss Cottage","jubilee","tube"
"9400ZZLUSWC2","Swiss Cottage Station","jubilee","tube"
"910GSYDENHM","Sydenham","southern,windrush","national-rail,overground"
"HUBSYD","Sydenham","122,176,197,202,southern,windrush","bus,national-rail,overground"
"9100SYDENHM0","Sydenham Station","southern,windrush","national-rail,overground"
"9100SYDENHM1","Sydenham Station","southern,windrush","national-rail,overground"
"9100TAPLOW0","Taplow","elizabeth","elizabeth-line"
"910GTAPLOW","Taplow","elizabeth,great-western-railway","elizabeth-line,national-rail"
"940GZZLUTMP","Temple","circle,district","tube"
"9100THBLDSG0","Theobalds Grove","greater-anglia,weaver","national-rail,overground"
"9100THBLDSG1","Theobalds Grove","greater-anglia,weaver","national-rail,overground"
"910GTHBLDSG","Theobalds Grove","greater-anglia,weaver","national-rail,overground"
"940GZZLUTHB","Theydon Bois","central","tube"
"940GZZLUTBC","Tooting Bec","northern","tube"
"9400ZZLUTBC2","Tooting Bec Station","northern","tube"
"940GZZLUTBY","Tooting Broadway","northern","tube"
"9400ZZLUTBY2","Tooting Broadway Station","northern","tube"
"910GTOTCTRD","Tottenham Court Road","elizabeth","elizabeth-line"
"940GZZLUTCR","Tottenham Court Road","central,northern","tube"
"HUBTCR","Tottenham Court Road","central,elizabeth,northern","elizabeth-line,tube"
"9100TOTCTRD0","Tottenham Court Road Station","elizabeth","elizabeth-line"
"9100TOTCTRD1","Tottenham Court Road Station","elizabeth","elizabeth-line"
"940GZZLUTMH","Tottenham Hale","victoria","tube"
"HUBTOM","Tottenham Hale","greater-anglia,victoria","bus,national-rail,tube"
"9400ZZLUTMH2","Tottenham Hale Station","victoria","tube"
"940GZZLUTAW","Totteridge & Whetstone","northern","tube"
"940GZZDLTWG","Tower Gateway","dlr","dlr"
"HUBTOG","Tower Gateway","dlr","bus,dlr"
"9400ZZDLTWG2","Tower Gateway Station DLR","dlr","dlr"
"940GZZLUTWH","Tower Hill","circle,district","tube"
"940GZZLUTFP","Tufnell Park","northern","tube"
"910GTURKYST","Turkey Street","greater-anglia,weaver","national-rail,overground"
"9100TURKYST0","Turkey Street Station","greater-anglia,weaver","national-rail,overground"
"9100TURKYST1","Turkey Street Station","greater-anglia,weaver","national-rail,overground"
"940GZZLUTNG","Turnham Green","district,piccadilly","tube"
"940GZZLUTPN","Turnpike Lane","piccadilly","tube"
"9400ZZLUTPN2","Turnpike Lane Station","piccadilly","tube"
"9100TWYFORD0","Twyford","elizabeth","elizabeth-line"
"910GTWYFORD","Twyford","elizabeth,great-western-railway","elizabeth-line,national-rail"
"910GUPMNSTR","Upminster","c2c,liberty","national-rail,overground"
"940GZZLUUPM","Upminster","district","tube"
"HUBUPM","Upminster","248,346,370,646,652,c2c,district,liberty","bus,national-rail,overground,tube"
"9400ZZLUUPB2","Upminster Bridge","district","tube"
"940GZZLUUPB","Upminster Bridge","district","tube"
"9100UPMNSP61","Upminster Station","liberty","overground"
"940GZZLUUPY","Upney","district","tube"
"9400ZZLUUPY2","Upney Station","district","tube"
"910GUPRHLWY","Upper Holloway","suffragette","overground"
"9100UPRHLWY0","Upper Holloway Station","suffragette","overground"
"9100UPRHLWY1","Upper Holloway Station","suffragette","overground"
"940GZZLUUPK","Upton Park","district,hammersmith-city","tube"
"940GZZLUUXB","Uxbridge","metropolitan,piccadilly","tube"
"9400ZZLUVXL2","Vauxhall","victoria","tube"
"940GZZLUVXL","Vauxhall","victoria","tube"
"HUBVXH","Vauxhall","south-western-railway,victoria","bus,national-rail,tube"
"940GZZLUVIC","Victoria","circle,district,victoria","tube"
"HUBVIC","Victoria","3,38,390,52,circle,district,gatwick-express,n38,southeastern,southern,thameslink,victoria","bus,national-rail,tube"
"910GWLTWCEN","Walthamstow Central","weaver","overground"
"940GZZLUWWL","Walthamstow Central","victoria","tube"
"HUBWHC","Walthamstow Central","victoria,weaver","bus,overground,tube"
"9100WLTWCEN1","Walthamstow Central Station","weaver","overground"
"9100WLTWCEN2","Walthamstow Central Station","weaver","overground"
"910GWLTHQRD","Walthamstow Queens Road","suffragette","overground"
"9100WLTHQRD0","Walthamstow Queens Road Station","suffragette","overground"
"9100WLTHQRD1","Walthamstow Queens Road Station","suffragette","overground"
"910GWNDSWRD","Wandsworth Road","southeastern,windrush","national-rail,overground"
"9100WNDSWRD1","Wandsworth Road Station","windrush","overground"
"9100WNDSWRD2","Wandsworth Road Station","southeastern,windrush","national-rail,overground"
"940GZZLUWSD","Wanstead","central","tube"
"910GWNSTDPK","Wanstead Park","suffragette","overground"
"9100WNSTDPK0","Wanstead Park Station","suffragette","overground"
"9100WNSTDPK1","Wanstead Park Station","suffragette","overground"
"9400ZZLUWSD2","Wanstead Station","central","tube"
"910GWAPPING","Wapping","windrush","overground"
"9100WAPPING1","Wapping Station","windrush","overground"
"9100WAPPING2","Wapping Station","windrush","overground"
"940GZZLUWRR","Warren Street","northern,victoria","tube"
"9400ZZLUWKA2","Warwick Avenue","bakerloo","tube"
"940GZZLUWKA","Warwick Avenue","bakerloo","tube"
"940GZZLUWLO","Waterloo","bakerloo,jubilee,northern,waterloo-city","tube"
"HUBWAT","Waterloo","1,11,139,172,176,188,243,341,381,59,68,76,77,bakerloo,bl1,c10,jubilee,n1,n171,n381,n68,northern,sl6,south-western-railway,waterloo-city","bus,national-rail,tube"
"9400ZZLUWLO7","Waterloo Station","northern","tube"
"9400ZZLUWLO8","Waterloo Station","jubilee","tube"
"940GZZLUWAF","Watford","metropolitan","tube"
"9100WATFDHS1","Watford High Street","lioness","overground"
"9100WATFDHS2","Watford High Street","lioness","overground"
"910GWATFDHS","Watford High Street","lioness","overground"
"9100WATFJDC2","Watford Junction","lioness","overground"
"910GWATFDJ","Watford Junction","avanti-west-coast,southern,west-midlands-trains","national-rail,overground"
"910GWATFJDC","Watford Junction","lioness","overground"
"HUBWFJ","Watford Junction","avanti-west-coast,lioness,southern,west-midlands-trains","bus,national-rail,overground"
"910GWMBY","Wembley Central","lioness,southern","national-rail,overground"
"940GZZLUWYC","Wembley Central","bakerloo","tube"
"HUBWMB","Wembley Central","bakerloo,lioness,southern","bus,national-rail,overground,tube"
"9100WMBYDC1","Wembley Central Station","lioness","overground"
"9100WMBYDC2","Wembley Central Station","lioness","overground"
"940GZZLUWYP","Wembley Park","jubilee,metropolitan","tube"
"940GZZLUWTA","West Acton","central","tube"
"910GWBRMPTN","West Brompton","mildmay,southern","national-rail,overground"
"940GZZLUWBN","West Brompton","district","tube"
"HUBWBP","West Brompton","district,mildmay,southern","bus,national-rail,overground,tube"
"9100WBRMPTN0","West Brompton Station","mildmay,southern","national-rail,overground"
"9100WBRMPTN1","West Brompton Station","mildmay,southern","national-rail,overground"
"910GWCROYDN","West Croydon","southern,windrush","national-rail,overground"
"HUBWCY","West Croydon","109,154,157,166,194,198,250,264,289,367,403,407,410,450,60,64,645,689,75,n109,n250,sl6,sl7,southern,tram,windrush","bus,national-rail,overground,tram"
"9100WCROYDN2","West Croydon Station","southern,windrush","national-rail,overground"
"910GWDRYTON","West Drayton","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9100WDRYTON1","West Drayton Station","elizabeth,great-western-railway","elizabeth-line,national-rail"
"910GWEALING","West Ealing","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9100WEALING0","West Ealing Station","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9100WEALING1","West Ealing Station","elizabeth,great-western-railway","elizabeth-line,national-rail"
"940GZZLUWFN","West Finchley","northern","tube"
"940GZZDLWHM","West Ham","dlr","dlr"
"940GZZLUWHM","West Ham","district,hammersmith-city,jubilee","tube"
"HUBWEH","West Ham","c2c,district,dlr,hammersmith-city,jubilee","bus,dlr,national-rail,tube"
"910GWHMDSTD","West Hampstead","mildmay","overground"
"9400ZZLUWHP2","West Hampstead","jubilee","tube"
"940GZZLUWHP","West Hampstead","jubilee","tube"
"HUBWHD","West Hampstead","jubilee,mildmay,thameslink","bus,national-rail,overground,tube"
"9100WHMDSTD0","West Hampstead Overground Station","mildmay","overground"
"9100WHMDSTD1","West Hampstead Overground Station","mildmay","overground"
"940GZZLUWHW","West Harrow","metropolitan","tube"
"940GZZDLWIQ","West India Quay","dlr","dlr"
"940GZZLUWKN","West Kensington","district","tube"
"940GZZLUWRP","West Ruislip","central","tube"
"HUBWRU","West Ruislip","central,chiltern-railways","bus,national-rail,tube"
"940GZZDLWSV","West Silvertown","dlr","dlr"
"940GZZLUWSP","Westbourne Park","circle,hammersmith-city","tube"
"940GZZDLWFE","Westferry","dlr","dlr"
"940GZZLUWSM","Westminster","circle,district,jubilee","tube"
"HUBWSM","Westminster","12,159,24,26,453,87,88,circle,district,jubilee,n109,n11,n136,n155,n26,n3,n381,n44,n53,n87","bus,tube"
"940GZZLUWCY","White City","central","tube"
"910GWHHRTLA","White Hart Lane","greater-anglia,weaver","national-rail,overground"
"9100WHHRTLA0","White Hart Lane Station","greater-anglia,weaver","national-rail,overground"
"9100WHHRTLA1","White Hart Lane Station","greater-anglia,weaver","national-rail,overground"
"910GWCHAPEL","Whitechapel","windrush","overground"
"910GWCHAPXR","Whitechapel","elizabeth","elizabeth-line"
"940GZZLUWPL","Whitechapel","district,hammersmith-city","tube"
"HUBZWL","Whitechapel","district,elizabeth,hammersmith-city,windrush","bus,elizabeth-line,overground,tube"
"9100WCHAPEL1","Whitechapel Station","windrush","overground"
"9100WCHAPEL2","Whitechapel Station","windrush","overground"
"9100WCHAPXR0","Whitechapel Station","elizabeth","elizabeth-line"
"9100WCHAPXR1","Whitechapel Station","elizabeth","elizabeth-line"
"940GZZLUWIG","Willesden Green","jubilee,metropolitan","tube"
"9400ZZLUWIG2","Willesden Green Station","jubilee","tube"
"9400ZZLUWIG3","Willesden Green Station","metropolitan","tube"
"910GWLSDJHL","Willesden Junction","lioness,mildmay","overground"
"940GZZLUWJN","Willesden Junction","bakerloo","tube"
"HUBWIJ","Willesden Junction","bakerloo,lioness,mildmay","bus,overground,tube"
"9100WLSDJHL1","Willesden Junction Station","mildmay","overground"
"9100WLSDNJL1","Willesden Junction Station","lioness","overground"
"940GZZLUWIM","Wimbledon","district","tube"
"HUBWIM","Wimbledon","156,200,493,93,district,n87,south-western-railway,thameslink,tram","bus,national-rail,tram,tube"
"9400ZZLUWIP2","Wimbledon Park","district","tube"
"940GZZLUWIP","Wimbledon Park","district","tube"
"940GZZLUWOG","Wood Green","piccadilly","tube"
"9400ZZLUWOG2","Wood Green Station","piccadilly","tube"
"940GZZLUWLA","Wood Lane","circle,hammersmith-city","tube"
"910GWDST","Wood Street","weaver","overground"
"9100WDST0","Wood Street Station","weaver","overground"
"9100WDST1","Wood Street Station","weaver","overground"
"940GZZLUWOF","Woodford","central","tube"
"910GWDGRNPK","Woodgrange Park","suffragette","overground"
"9100WDGRNPK0","Woodgrange Park Station","suffragette","overground"
"9100WDGRNPK1","Woodgrange Park Station","suffragette","overground"
"940GZZLUWOP","Woodside Park","northern","tube"
"910GWOLWXR","Woolwich","122,161,177,180,244,291,301,380,422,469,53,54,672,96,99,elizabeth,n1,n472,n53,sl11","bus,elizabeth-line"
"940GZZDLWLA","Woolwich Arsenal","dlr","dlr"
"HUBWWA","Woolwich Arsenal","dlr,southeastern,thameslink","bus,dlr,national-rail"
"9100WOLWXR0","Woolwich Station","elizabeth","elizabeth-line"
"9100WOLWXR1","Woolwich Station","elizabeth","elizabeth-line"
